student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S1537,ECE301,I020,2.2,Good explanations with real-life examples.,67,70,95,20,43,16,13,57,30,High
S1538,CSE202,I006,3.3,"Slides were unclear, needs more clarity.",52,98,34,80,43,56,17,33,38,High
S1539,MAT204,I012,2.3,"Average experience, nothing special.",59,97,71,50,48,10,9,83,24,High
S1540,CSE101,I002,1.2,"Slides were unclear, needs more clarity.",98,51,34,50,6,14,8,58,39,High
S1541,CSE202,I007,2.1,Very interactive and engaging class.,88,87,79,85,25,6,5,73,45,High
S1542,CSE202,I016,1.0,Good explanations with real-life examples.,96,70,87,38,14,49,0,21,6,High
S1543,MAT204,I003,4.9,Good explanations with real-life examples.,50,83,37,72,48,29,4,62,53,High
S1544,CSE101,I013,4.9,The lecture was clear but pace was fast.,76,58,60,95,41,11,9,72,41,Low
S1545,PHY110,I003,2.6,The lecture was clear but pace was fast.,76,49,41,93,22,44,12,22,12,Medium
S1546,PHY110,I018,3.9,Very interactive and engaging class.,60,78,50,41,37,27,3,60,3,Medium
S1547,CSE202,I011,2.4,"Average experience, nothing special.",98,51,91,42,40,52,0,27,36,High
S1548,CSE101,I008,3.7,"Too many assignments, difficult to manage.",54,59,62,34,14,15,1,94,46,High
S1549,CSE202,I006,4.2,Great teaching style and support from instructor.,56,76,55,45,47,40,3,82,50,High
S1550,ECE301,I001,4.8,"Too many assignments, difficult to manage.",68,87,69,22,39,53,16,84,36,High
S1551,CSE202,I001,2.6,"Too many assignments, difficult to manage.",78,80,94,39,15,52,9,98,33,High
S1552,CSE202,I008,4.1,Good explanations with real-life examples.,64,46,88,59,31,55,11,23,69,Medium
S1553,PHY110,I005,2.1,Great teaching style and support from instructor.,84,91,44,58,36,27,1,87,40,High
S1554,PHY110,I016,5.0,Good explanations with real-life examples.,96,93,30,91,17,47,2,29,49,Low
S1555,PHY110,I011,1.1,Great teaching style and support from instructor.,86,97,40,37,19,11,13,94,38,High
S1556,ECE301,I005,3.4,"Slides were unclear, needs more clarity.",61,53,84,60,45,31,14,69,61,Medium
S1557,PHY110,I004,3.6,Good explanations with real-life examples.,79,50,31,89,1,17,12,42,5,Low
S1558,CSE101,I006,3.8,Good explanations with real-life examples.,69,46,94,46,22,55,8,80,24,Medium
S1559,MAT204,I014,1.5,Good explanations with real-life examples.,86,68,73,34,29,21,1,66,15,High
S1560,CSE101,I019,4.8,"Average experience, nothing special.",52,49,45,56,2,36,18,22,6,High
S1561,CSE101,I009,1.7,Very interactive and engaging class.,58,68,51,77,45,30,15,36,67,High
S1562,PHY110,I012,3.5,Good explanations with real-life examples.,90,48,47,24,38,26,10,41,25,High
S1563,MAT204,I011,1.9,The lecture was clear but pace was fast.,88,75,76,92,46,17,11,35,19,High
S1564,MAT204,I014,2.2,The lecture was clear but pace was fast.,75,87,59,26,48,16,0,99,28,High
S1565,MAT204,I016,3.2,Great teaching style and support from instructor.,51,49,39,60,0,11,1,22,25,High
S1566,ECE301,I001,2.7,"Slides were unclear, needs more clarity.",72,58,87,29,40,5,15,71,30,High
S1567,PHY110,I013,1.6,Very interactive and engaging class.,72,95,91,81,21,37,1,52,12,High
S1568,MAT204,I013,1.7,"Average experience, nothing special.",70,70,35,45,28,56,18,61,19,High
S1569,ECE301,I002,2.7,Great teaching style and support from instructor.,65,56,96,87,13,59,9,21,5,Medium
S1570,CSE202,I004,4.0,The lecture was clear but pace was fast.,58,48,70,43,47,18,18,58,34,High
S1571,CSE202,I006,4.6,Very interactive and engaging class.,62,84,72,97,27,51,9,65,43,Medium
S1572,ECE301,I005,1.3,Very interactive and engaging class.,77,72,47,60,20,47,15,67,33,High
S1573,ECE301,I003,2.6,"Slides were unclear, needs more clarity.",76,73,87,84,44,45,12,46,52,Medium
S1574,PHY110,I001,1.4,Very interactive and engaging class.,100,84,89,36,31,21,15,34,5,High
S1575,PHY110,I004,1.1,Good explanations with real-life examples.,66,63,56,43,5,8,17,26,21,High
S1576,CSE202,I020,3.6,Very interactive and engaging class.,87,48,97,46,0,56,7,76,68,Medium
S1577,MAT204,I002,3.4,"Slides were unclear, needs more clarity.",85,46,51,26,20,55,17,61,69,High
S1578,CSE202,I005,1.7,Great teaching style and support from instructor.,50,55,53,92,3,43,12,28,63,High
S1579,MAT204,I003,1.9,"Slides were unclear, needs more clarity.",67,58,69,31,2,5,6,25,59,High
S1580,MAT204,I009,1.1,"Average experience, nothing special.",100,78,95,22,48,45,17,76,48,High
S1581,PHY110,I020,4.3,"Slides were unclear, needs more clarity.",58,45,69,98,29,49,5,95,60,High
S1582,CSE101,I006,4.9,The lecture was clear but pace was fast.,62,89,35,29,30,28,8,49,7,High
S1583,CSE101,I018,1.5,Good explanations with real-life examples.,89,90,47,52,33,38,5,74,41,High
S1584,ECE301,I006,1.9,The lecture was clear but pace was fast.,94,50,59,65,18,38,17,73,24,High
S1585,PHY110,I019,4.5,Great teaching style and support from instructor.,64,100,50,78,19,28,16,46,53,Medium
S1586,MAT204,I012,4.7,"Too many assignments, difficult to manage.",92,51,91,71,22,19,11,78,5,Low
S1587,CSE101,I011,2.7,Great teaching style and support from instructor.,93,100,39,25,39,21,2,26,38,High
S1588,MAT204,I002,1.2,Good explanations with real-life examples.,95,97,42,21,24,17,4,59,43,High
S1589,CSE101,I015,1.2,Very interactive and engaging class.,53,81,38,48,14,11,6,91,45,High
S1590,CSE101,I012,3.3,"Slides were unclear, needs more clarity.",82,52,97,59,37,13,9,21,43,Medium
S1591,CSE101,I012,2.6,"Too many assignments, difficult to manage.",73,51,68,80,22,48,9,33,30,Medium
S1592,PHY110,I009,1.1,Good explanations with real-life examples.,85,60,53,87,1,39,18,29,20,High
S1593,CSE202,I002,3.3,The lecture was clear but pace was fast.,100,49,63,87,14,27,3,69,33,Medium
S1594,MAT204,I003,1.0,"Slides were unclear, needs more clarity.",90,59,90,48,43,58,9,37,45,High
S1595,PHY110,I012,4.1,Great teaching style and support from instructor.,59,89,70,81,34,51,17,37,56,High
S1596,PHY110,I016,2.2,The lecture was clear but pace was fast.,85,75,34,79,9,43,2,35,6,High
S1597,PHY110,I001,1.2,Good explanations with real-life examples.,69,67,79,60,13,27,2,71,47,High
S1598,PHY110,I003,3.4,Good explanations with real-life examples.,90,63,33,84,26,30,4,88,46,Medium
S1599,PHY110,I020,2.6,Great teaching style and support from instructor.,94,44,80,83,13,5,15,71,22,Medium
S1600,ECE301,I002,4.9,"Too many assignments, difficult to manage.",93,76,81,98,34,18,19,50,23,Low
S1601,MAT204,I009,3.2,Great teaching style and support from instructor.,60,100,68,82,32,36,12,42,31,Medium
S1602,PHY110,I019,2.1,Very interactive and engaging class.,61,99,37,67,0,55,10,61,24,High
S1603,MAT204,I015,3.8,The lecture was clear but pace was fast.,67,51,74,39,33,52,12,100,6,High
S1604,ECE301,I018,2.1,"Too many assignments, difficult to manage.",79,97,57,56,18,14,18,81,64,High
S1605,ECE301,I011,4.6,"Slides were unclear, needs more clarity.",93,74,56,83,23,5,5,96,60,Low
S1606,MAT204,I016,2.5,"Average experience, nothing special.",97,100,94,24,41,9,12,69,53,High
S1607,CSE101,I017,3.2,Very interactive and engaging class.,86,79,63,53,3,7,3,96,66,Medium
S1608,CSE202,I005,1.2,"Too many assignments, difficult to manage.",69,93,91,58,35,53,4,100,40,High
S1609,CSE101,I012,2.7,"Average experience, nothing special.",74,41,91,86,12,54,18,34,4,Medium
S1610,CSE101,I011,4.3,"Average experience, nothing special.",61,89,67,100,31,57,4,63,43,Medium
S1611,CSE101,I015,4.2,The lecture was clear but pace was fast.,70,80,55,81,8,31,13,61,28,Medium
S1612,PHY110,I003,1.9,Good explanations with real-life examples.,74,84,53,43,38,55,3,64,29,High
S1613,ECE301,I001,1.9,"Slides were unclear, needs more clarity.",60,78,68,22,15,58,11,54,55,High
S1614,CSE101,I020,4.3,Great teaching style and support from instructor.,58,81,50,90,49,26,5,41,16,High
S1615,ECE301,I016,4.7,The lecture was clear but pace was fast.,99,48,76,86,2,22,18,93,54,Low
S1616,MAT204,I002,1.4,Very interactive and engaging class.,74,61,77,98,19,20,9,94,71,High
S1617,CSE202,I002,2.8,"Average experience, nothing special.",84,86,42,69,9,6,0,57,5,Medium
S1618,MAT204,I003,2.3,Very interactive and engaging class.,81,44,32,48,21,51,15,89,18,High
S1619,MAT204,I008,4.5,"Average experience, nothing special.",98,51,61,93,47,17,3,83,35,Low
S1620,PHY110,I015,1.3,Good explanations with real-life examples.,63,40,64,51,2,49,8,26,7,High
S1621,CSE202,I007,1.8,Good explanations with real-life examples.,50,83,48,58,10,20,17,63,37,High
S1622,MAT204,I006,4.0,"Slides were unclear, needs more clarity.",66,61,43,28,24,12,16,95,40,High
S1623,MAT204,I009,1.2,Great teaching style and support from instructor.,74,77,77,33,41,47,14,26,67,High
S1624,CSE202,I020,3.0,"Slides were unclear, needs more clarity.",57,90,97,87,47,12,18,85,9,High
S1625,CSE202,I001,2.8,Good explanations with real-life examples.,54,58,74,83,7,58,6,79,16,High
S1626,MAT204,I008,2.3,Good explanations with real-life examples.,54,55,48,39,8,14,17,20,64,High
S1627,CSE202,I003,2.6,Very interactive and engaging class.,90,70,93,47,14,59,5,81,66,Medium
S1628,MAT204,I004,3.1,Good explanations with real-life examples.,84,90,95,33,31,37,18,37,60,High
S1629,MAT204,I015,1.6,"Too many assignments, difficult to manage.",68,42,95,63,2,35,11,26,11,High
S1630,PHY110,I006,3.3,"Average experience, nothing special.",72,62,74,96,3,16,2,73,8,Medium
S1631,CSE101,I015,4.2,The lecture was clear but pace was fast.,58,81,96,58,29,13,0,86,13,High
S1632,MAT204,I003,4.0,Good explanations with real-life examples.,79,98,98,47,12,41,4,29,47,Medium
S1633,ECE301,I014,1.6,"Slides were unclear, needs more clarity.",99,57,32,83,43,13,0,80,33,High
S1634,CSE101,I020,1.6,Great teaching style and support from instructor.,65,65,67,51,20,52,7,78,33,High
S1635,CSE101,I014,2.1,"Average experience, nothing special.",82,52,71,28,40,22,6,78,62,High
S1636,CSE101,I004,2.4,"Average experience, nothing special.",51,97,69,47,45,34,14,88,70,High
S1637,PHY110,I012,2.6,Great teaching style and support from instructor.,63,57,79,36,18,36,10,82,62,High
S1638,MAT204,I017,3.7,Great teaching style and support from instructor.,95,42,64,96,38,44,17,27,47,Low
S1639,PHY110,I007,1.2,"Average experience, nothing special.",50,97,53,74,47,27,13,97,69,High
S1640,MAT204,I009,1.1,"Too many assignments, difficult to manage.",75,99,46,29,21,15,8,74,56,High
S1641,PHY110,I003,2.6,"Slides were unclear, needs more clarity.",74,62,69,99,19,24,4,25,2,Medium
S1642,PHY110,I013,3.8,"Too many assignments, difficult to manage.",65,42,95,25,36,23,3,20,68,High
S1643,ECE301,I015,1.8,Good explanations with real-life examples.,64,94,73,67,30,40,11,75,50,High
S1644,PHY110,I018,3.6,The lecture was clear but pace was fast.,75,64,52,94,9,56,0,94,26,Low
S1645,CSE202,I019,2.0,Great teaching style and support from instructor.,96,66,35,86,17,30,12,29,17,High
S1646,ECE301,I001,4.5,"Slides were unclear, needs more clarity.",93,97,95,60,42,14,0,42,14,Low
S1647,PHY110,I006,4.6,Great teaching style and support from instructor.,65,83,50,98,38,28,2,35,53,Medium
S1648,CSE101,I002,2.2,"Too many assignments, difficult to manage.",63,66,64,79,45,17,7,35,37,High
S1649,CSE202,I014,1.9,Very interactive and engaging class.,78,91,58,96,19,56,17,75,45,High
S1650,CSE202,I006,2.6,Good explanations with real-life examples.,73,78,36,61,17,50,15,25,48,Medium
S1651,CSE202,I014,2.0,The lecture was clear but pace was fast.,96,64,82,100,10,57,19,49,21,High
S1652,ECE301,I004,3.7,Good explanations with real-life examples.,64,63,66,90,21,38,19,82,19,Medium
S1653,PHY110,I008,4.3,Very interactive and engaging class.,68,47,52,47,43,33,15,20,55,Medium
S1654,PHY110,I003,3.7,The lecture was clear but pace was fast.,57,48,37,32,17,40,1,70,13,High
S1655,CSE101,I019,4.3,Very interactive and engaging class.,83,85,77,100,33,11,16,65,26,Low
S1656,CSE101,I014,2.6,Good explanations with real-life examples.,51,76,39,34,22,55,9,40,61,High
S1657,CSE202,I020,1.6,"Too many assignments, difficult to manage.",76,69,53,55,0,34,6,57,35,High
S1658,CSE101,I017,4.0,"Average experience, nothing special.",59,92,76,34,9,21,9,88,14,High
S1659,ECE301,I008,2.4,Good explanations with real-life examples.,84,58,82,94,0,52,18,82,39,High
S1660,PHY110,I014,3.7,Good explanations with real-life examples.,72,92,68,75,37,17,19,69,13,Medium
S1661,CSE202,I006,2.1,Good explanations with real-life examples.,98,55,96,23,38,28,8,31,37,High
S1662,CSE101,I016,1.3,"Slides were unclear, needs more clarity.",57,63,95,71,48,58,16,88,29,High
S1663,ECE301,I019,5.0,Very interactive and engaging class.,77,83,35,29,8,59,8,92,40,High
S1664,ECE301,I014,1.6,Very interactive and engaging class.,72,60,50,64,30,35,8,63,44,High
S1665,CSE101,I019,5.0,Great teaching style and support from instructor.,53,75,65,48,6,31,4,71,32,High
S1666,PHY110,I003,4.9,Very interactive and engaging class.,63,79,32,72,16,54,6,28,3,Medium
S1667,CSE101,I010,4.2,Great teaching style and support from instructor.,91,78,71,48,34,25,10,84,43,Medium
S1668,CSE202,I019,3.6,"Slides were unclear, needs more clarity.",78,86,74,42,47,48,7,29,32,Medium
S1669,CSE101,I009,3.3,"Too many assignments, difficult to manage.",50,45,73,76,36,59,13,65,62,High
S1670,ECE301,I020,4.5,Great teaching style and support from instructor.,53,44,62,69,17,5,1,77,57,High
S1671,CSE101,I013,2.2,Good explanations with real-life examples.,81,53,89,40,32,19,9,56,15,High
S1672,PHY110,I007,2.9,"Too many assignments, difficult to manage.",82,92,99,62,3,7,15,71,15,Medium
S1673,MAT204,I014,3.5,"Average experience, nothing special.",98,84,55,29,22,10,15,100,30,High
S1674,CSE101,I009,2.6,"Slides were unclear, needs more clarity.",75,81,50,95,10,18,18,32,51,Medium
S1675,PHY110,I019,2.7,Very interactive and engaging class.,66,89,31,49,8,59,10,25,51,Medium
S1676,PHY110,I015,2.3,Great teaching style and support from instructor.,88,100,76,70,29,42,5,77,64,High
S1677,ECE301,I020,3.3,Good explanations with real-life examples.,72,43,59,52,7,37,5,67,66,Medium
S1678,PHY110,I014,4.4,The lecture was clear but pace was fast.,81,47,56,37,39,56,6,51,69,High
S1679,PHY110,I006,1.8,"Average experience, nothing special.",64,63,100,97,4,42,15,30,12,High
S1680,PHY110,I004,4.7,The lecture was clear but pace was fast.,62,50,49,41,11,12,12,100,15,Medium
S1681,PHY110,I008,3.8,"Too many assignments, difficult to manage.",51,56,79,83,0,30,2,24,4,High
S1682,CSE202,I017,4.3,Very interactive and engaging class.,68,89,52,40,14,19,8,25,9,Medium
S1683,CSE202,I009,3.2,The lecture was clear but pace was fast.,73,60,42,20,24,18,2,93,44,High
S1684,ECE301,I001,4.1,"Too many assignments, difficult to manage.",94,96,33,34,17,52,5,40,10,High
S1685,CSE101,I020,1.1,"Slides were unclear, needs more clarity.",73,65,43,55,37,24,16,61,20,High
S1686,PHY110,I014,4.3,"Too many assignments, difficult to manage.",60,82,49,66,41,59,2,100,13,Medium
S1687,CSE101,I011,1.2,"Average experience, nothing special.",71,87,42,73,45,52,1,46,28,High
S1688,CSE101,I003,4.6,"Too many assignments, difficult to manage.",64,83,32,51,25,23,11,22,59,Medium
S1689,ECE301,I009,5.0,"Average experience, nothing special.",59,84,76,77,39,37,5,79,26,High
S1690,PHY110,I014,2.2,"Too many assignments, difficult to manage.",90,66,32,65,2,40,9,85,46,High
S1691,PHY110,I009,1.8,Good explanations with real-life examples.,76,55,30,73,21,28,10,68,49,High
S1692,MAT204,I004,4.1,"Too many assignments, difficult to manage.",58,94,53,52,25,14,15,53,51,High
S1693,CSE101,I004,2.0,Great teaching style and support from instructor.,77,65,64,58,18,56,15,56,45,High
S1694,CSE101,I008,4.5,"Too many assignments, difficult to manage.",50,92,43,42,43,54,17,61,60,High
S1695,CSE202,I002,1.4,Good explanations with real-life examples.,66,72,96,62,43,38,8,84,34,High
S1696,MAT204,I009,1.5,Good explanations with real-life examples.,80,70,42,74,46,40,18,79,29,High
S1697,CSE202,I014,4.9,"Slides were unclear, needs more clarity.",93,87,76,21,38,51,1,20,19,High
S1698,CSE202,I009,3.7,"Average experience, nothing special.",59,86,79,85,35,40,0,78,56,High
S1699,CSE202,I016,4.4,Very interactive and engaging class.,86,45,55,57,20,20,15,23,34,Medium
S1700,ECE301,I017,2.3,The lecture was clear but pace was fast.,78,83,32,48,40,19,17,33,16,High
S1701,ECE301,I016,3.7,The lecture was clear but pace was fast.,67,47,80,86,47,22,2,37,62,Medium
S1702,CSE202,I012,3.4,"Too many assignments, difficult to manage.",96,46,69,90,25,11,0,53,12,Medium
S1703,MAT204,I003,3.4,"Slides were unclear, needs more clarity.",87,73,97,55,12,51,5,20,37,Medium
S1704,CSE101,I011,3.7,"Too many assignments, difficult to manage.",88,83,65,48,35,26,18,72,16,Medium
S1705,MAT204,I014,3.3,The lecture was clear but pace was fast.,98,92,80,56,23,36,18,41,54,Medium
S1706,PHY110,I018,2.7,"Average experience, nothing special.",55,53,30,64,40,47,10,99,63,High
S1707,ECE301,I005,2.1,"Average experience, nothing special.",89,55,62,35,25,23,7,80,49,High
S1708,CSE101,I016,4.1,"Average experience, nothing special.",61,82,36,50,20,44,4,41,16,Medium
S1709,CSE101,I020,1.9,Good explanations with real-life examples.,63,91,81,53,17,5,19,69,64,High
S1710,PHY110,I005,3.8,Very interactive and engaging class.,93,48,40,69,14,39,8,35,44,Low
S1711,PHY110,I003,1.9,"Slides were unclear, needs more clarity.",59,49,56,84,14,9,14,47,51,High
S1712,CSE202,I012,3.5,Good explanations with real-life examples.,69,56,43,81,5,54,13,89,61,Medium
S1713,ECE301,I001,4.0,Very interactive and engaging class.,64,51,75,62,42,16,3,61,60,Medium
S1714,ECE301,I009,1.9,"Slides were unclear, needs more clarity.",80,45,39,75,30,16,7,85,16,High
S1715,MAT204,I009,1.2,"Slides were unclear, needs more clarity.",56,58,53,34,27,25,19,90,30,High
S1716,CSE202,I004,1.5,The lecture was clear but pace was fast.,90,82,90,67,7,23,16,100,41,High
S1717,CSE202,I003,3.4,Good explanations with real-life examples.,59,80,47,68,28,13,1,54,32,High
S1718,CSE202,I017,4.4,"Slides were unclear, needs more clarity.",59,92,38,100,20,47,19,39,12,High
S1719,CSE202,I002,1.2,Great teaching style and support from instructor.,97,68,46,63,16,53,15,21,63,High
S1720,ECE301,I001,3.9,"Average experience, nothing special.",88,45,87,29,48,52,9,26,9,High
S1721,ECE301,I008,2.4,"Slides were unclear, needs more clarity.",77,98,42,39,23,40,1,68,52,High
S1722,CSE202,I013,2.9,Very interactive and engaging class.,79,64,79,89,49,46,10,95,58,Medium
S1723,MAT204,I015,4.7,The lecture was clear but pace was fast.,86,96,35,27,35,58,9,28,5,High
S1724,CSE101,I008,2.3,"Too many assignments, difficult to manage.",52,63,80,64,30,51,18,46,37,High
S1725,CSE101,I012,2.9,"Average experience, nothing special.",99,64,65,53,46,55,13,97,20,Medium
S1726,MAT204,I012,1.1,The lecture was clear but pace was fast.,92,55,100,70,33,36,10,21,25,High
S1727,CSE202,I014,1.3,"Too many assignments, difficult to manage.",64,91,54,23,1,39,8,87,42,High
S1728,ECE301,I015,2.0,Good explanations with real-life examples.,70,55,40,58,41,35,6,79,50,High
S1729,CSE101,I015,1.1,Good explanations with real-life examples.,86,45,73,43,2,57,14,68,47,High
S1730,PHY110,I009,3.5,"Slides were unclear, needs more clarity.",61,76,43,74,29,59,19,21,37,Medium
S1731,PHY110,I019,2.7,Great teaching style and support from instructor.,53,60,58,45,7,36,16,36,11,High
S1732,MAT204,I020,3.2,Good explanations with real-life examples.,96,43,79,44,6,41,2,39,8,Medium
S1733,CSE202,I008,1.7,"Slides were unclear, needs more clarity.",58,73,34,55,11,36,14,95,13,High
S1734,CSE101,I019,2.2,"Average experience, nothing special.",88,67,98,90,18,47,13,51,49,High
S1735,CSE202,I006,3.7,The lecture was clear but pace was fast.,91,77,86,93,25,41,7,70,38,Low
S1736,CSE101,I020,4.9,Good explanations with real-life examples.,77,80,55,77,27,43,3,61,37,Low
S1737,MAT204,I019,1.2,The lecture was clear but pace was fast.,72,67,35,31,14,42,9,82,61,High
S1738,MAT204,I004,4.6,The lecture was clear but pace was fast.,94,56,45,20,13,34,1,80,9,High
S1739,PHY110,I007,3.3,Great teaching style and support from instructor.,89,53,89,69,47,36,13,81,8,Medium
S1740,CSE202,I004,3.3,Good explanations with real-life examples.,93,46,41,44,13,49,7,22,44,Medium
S1741,PHY110,I012,3.0,The lecture was clear but pace was fast.,71,61,32,99,2,6,9,95,59,Medium
S1742,CSE202,I013,1.3,Great teaching style and support from instructor.,73,90,92,24,49,55,17,45,47,High
S1743,PHY110,I003,1.4,Great teaching style and support from instructor.,100,40,93,87,28,15,14,67,35,High
S1744,ECE301,I012,3.4,Good explanations with real-life examples.,75,68,91,25,5,24,4,27,23,High
S1745,ECE301,I002,2.4,Great teaching style and support from instructor.,79,91,35,45,48,41,12,24,22,High
S1746,ECE301,I002,4.7,Good explanations with real-life examples.,82,70,48,74,22,13,17,30,16,Low
S1747,ECE301,I009,2.6,Good explanations with real-life examples.,65,69,47,58,27,42,1,61,6,Medium
S1748,CSE101,I001,1.6,"Too many assignments, difficult to manage.",71,96,72,28,13,53,12,60,18,High
S1749,ECE301,I008,3.9,The lecture was clear but pace was fast.,98,54,32,64,13,23,13,38,20,Low
S1750,MAT204,I006,2.2,Very interactive and engaging class.,99,57,67,33,19,59,9,67,6,High
S1751,MAT204,I006,3.1,Good explanations with real-life examples.,92,74,97,74,12,44,3,72,24,Medium
S1752,CSE101,I018,3.8,The lecture was clear but pace was fast.,67,89,73,28,26,11,14,74,15,High
S1753,ECE301,I017,4.6,"Average experience, nothing special.",56,69,92,34,34,9,7,80,11,High
S1754,ECE301,I012,4.2,Great teaching style and support from instructor.,99,73,71,56,44,51,14,51,32,Medium
S1755,ECE301,I006,3.7,"Slides were unclear, needs more clarity.",75,81,93,69,1,46,13,65,14,Low
S1756,PHY110,I008,3.7,Good explanations with real-life examples.,57,50,83,91,40,28,8,55,23,High
S1757,CSE202,I019,4.8,Great teaching style and support from instructor.,55,66,100,40,44,52,19,37,38,High
S1758,PHY110,I010,2.2,Great teaching style and support from instructor.,79,63,66,76,39,45,2,93,40,High
S1759,CSE202,I001,1.0,Great teaching style and support from instructor.,88,74,33,38,47,11,14,37,11,High
S1760,ECE301,I013,2.1,Great teaching style and support from instructor.,72,78,31,77,23,15,16,31,32,High
S1761,ECE301,I017,1.9,Great teaching style and support from instructor.,81,47,73,25,28,13,15,91,44,High
S1762,PHY110,I003,3.6,Good explanations with real-life examples.,71,90,96,23,2,53,3,65,37,High
S1763,PHY110,I008,3.5,"Average experience, nothing special.",91,57,97,62,44,34,10,74,36,Low
S1764,CSE202,I014,3.4,Very interactive and engaging class.,92,52,91,61,3,45,7,57,69,Medium
S1765,MAT204,I003,1.1,"Too many assignments, difficult to manage.",94,84,30,22,49,7,2,97,56,High
S1766,CSE202,I016,3.9,Great teaching style and support from instructor.,58,63,46,20,1,26,18,21,69,High
S1767,PHY110,I013,2.3,Great teaching style and support from instructor.,80,90,45,74,19,44,13,28,48,High
S1768,PHY110,I020,3.7,"Too many assignments, difficult to manage.",56,62,38,34,14,55,8,24,7,High
S1769,CSE101,I017,3.2,"Average experience, nothing special.",58,51,82,66,48,24,2,38,29,High
S1770,PHY110,I013,2.4,"Average experience, nothing special.",62,88,88,65,31,36,3,90,31,High
S1771,CSE101,I006,1.5,Good explanations with real-life examples.,52,69,38,77,41,52,3,58,28,High
S1772,MAT204,I017,1.4,The lecture was clear but pace was fast.,84,70,41,90,0,11,10,61,70,High
S1773,CSE202,I014,4.3,"Slides were unclear, needs more clarity.",82,67,70,100,37,11,18,36,40,Low
S1774,CSE202,I017,4.7,"Slides were unclear, needs more clarity.",70,61,44,58,34,24,15,82,36,Medium
S1775,CSE101,I008,3.6,The lecture was clear but pace was fast.,80,83,95,22,6,29,16,65,45,High
S1776,CSE202,I011,1.4,Good explanations with real-life examples.,83,67,40,49,44,49,9,39,16,High
S1777,PHY110,I020,2.6,"Slides were unclear, needs more clarity.",81,52,37,54,12,39,16,89,33,Medium
S1778,ECE301,I001,3.9,"Average experience, nothing special.",84,64,84,76,48,48,15,27,30,Low
S1779,CSE101,I007,4.1,"Too many assignments, difficult to manage.",64,83,35,48,0,28,19,38,64,Medium
S1780,CSE202,I017,1.5,The lecture was clear but pace was fast.,81,90,82,69,13,44,5,51,7,High
S1781,CSE101,I010,1.0,"Average experience, nothing special.",55,85,49,81,28,17,6,38,28,High
S1782,CSE101,I011,3.8,Very interactive and engaging class.,94,46,68,71,2,56,13,43,29,Low
S1783,ECE301,I009,2.4,Good explanations with real-life examples.,70,84,63,33,45,52,10,43,6,High
S1784,PHY110,I009,2.0,The lecture was clear but pace was fast.,82,45,86,54,23,43,11,75,42,High
S1785,CSE101,I005,1.1,"Slides were unclear, needs more clarity.",81,63,48,47,0,8,13,100,57,High
S1786,CSE202,I017,3.2,Good explanations with real-life examples.,68,58,100,77,47,16,4,37,55,Medium
S1787,MAT204,I009,4.4,"Too many assignments, difficult to manage.",82,58,60,49,9,21,4,31,19,Medium
S1788,CSE101,I017,4.8,Good explanations with real-life examples.,77,75,69,26,12,5,19,60,44,High
S1789,CSE101,I019,3.3,Good explanations with real-life examples.,80,90,43,58,35,21,14,67,30,Medium
S1790,ECE301,I007,3.1,"Too many assignments, difficult to manage.",70,48,66,88,8,6,0,83,11,Medium
S1791,PHY110,I009,1.3,Great teaching style and support from instructor.,83,87,73,54,13,10,8,35,7,High
S1792,MAT204,I007,3.2,"Too many assignments, difficult to manage.",64,98,38,71,35,48,2,99,5,Medium
S1793,CSE202,I013,2.5,"Average experience, nothing special.",63,75,87,33,9,15,3,42,35,High
S1794,MAT204,I011,3.4,Good explanations with real-life examples.,68,77,49,82,39,57,15,58,34,Medium
S1795,CSE202,I014,2.6,"Too many assignments, difficult to manage.",92,79,79,55,22,47,6,52,5,Medium
S1796,PHY110,I019,2.0,Great teaching style and support from instructor.,64,98,49,43,34,22,13,43,45,High
S1797,CSE202,I011,1.4,"Average experience, nothing special.",55,68,65,59,6,44,15,80,32,High
S1798,ECE301,I013,2.3,The lecture was clear but pace was fast.,58,63,56,48,41,29,17,74,67,High
S1799,ECE301,I014,1.4,"Too many assignments, difficult to manage.",86,87,61,72,34,43,15,80,59,High
S1800,ECE301,I013,1.7,"Too many assignments, difficult to manage.",69,44,30,41,1,32,15,59,61,High
S1801,ECE301,I001,4.9,Good explanations with real-life examples.,83,92,46,91,14,50,1,77,3,Low
S1802,MAT204,I008,2.8,"Average experience, nothing special.",87,93,38,34,8,20,9,91,37,High
S1803,PHY110,I012,3.1,The lecture was clear but pace was fast.,75,81,74,88,46,16,6,93,71,Medium
S1804,CSE202,I019,4.5,Very interactive and engaging class.,67,94,95,83,16,45,14,20,61,Medium
S1805,CSE202,I012,5.0,Very interactive and engaging class.,77,84,61,23,38,56,8,44,24,High
S1806,ECE301,I008,3.3,"Slides were unclear, needs more clarity.",100,100,74,94,17,33,6,72,48,Medium
S1807,ECE301,I008,4.2,"Too many assignments, difficult to manage.",58,65,38,37,14,27,15,80,47,High
S1808,CSE101,I013,2.3,"Too many assignments, difficult to manage.",81,53,59,61,17,25,2,65,45,High
S1809,PHY110,I012,2.2,The lecture was clear but pace was fast.,55,78,67,49,23,20,16,93,20,High
